;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Lebedeva N., Tatarko A.,""8719892500";8440401400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887534406&doi=10.1027%2f1016-9040%2fa000161&partnerID=40&md5=ec359ddc9f4bceefa60c795d7255ff95"",""Acculturation"; Acculturation strategies and expectations; Equality; Immigrants; Immigration; Life satisfaction/security; Perceived threat;" Tolerance"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Berry J.W.,""7402634538";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888430145&doi=10.1016%2fj.ijintrel.2013.09.005&partnerID=40&md5=ac907faf57cdb6aa664b86a4b4a37ce9"",""Acculturation"; Contact; Cultural maintenance; Ethnocultural groups; Immigrants; Intercultural relations; Public attitudes; Public policy;" Social cohesion"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Cieciuch J., Schwartz S.H., Vecchione M.,""36605942900";7403606009;22982346400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884553207&doi=10.1177%2f0022022113487076&partnerID=40&md5=515d43733c32c87dd70d01a897dbb05b"",""motivation"; Portrait Values Questionnaire; refined values; value circle;" value prediction"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Boldyrev I.A., Herrmann-Pillath C.,""54881811600";6507366328;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885855218&doi=10.1007%2fs11299-012-0111-3&partnerID=40&md5=34dcd79853abe7c20ae6969006f5ff47"",""Extended mind"; Hegel; Institutional economics; Performativity; Preferences;" Recognition"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Vecchione M., Caprara G., Dentale F., Schwartz S.H.,""22982346400";7006408578;36169178100;7403606009;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880926077&doi=10.1111%2fpops.12011&partnerID=40&md5=5216de55a9ad00d48220bd7a86242a12"",""Basic values"; Left-right ideology; Political values; Reciprocal effects;" Voting"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Ivanova M.V., Hallowell B.,""13406041800";6701685000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882269676&doi=10.1080%2f02687038.2013.805728&partnerID=40&md5=54c502e169a2407f82782e1a4548ec79"",""Aphasia"; Language assessment; Psychometrics; Reliability; Standardised testing; Test development;" Validity"",""aphasia"; clinical assessment tool; cognition; human; information dissemination; language ability; language processing; language test; linguistics; psychometry; review; scoring system; sensitivity and specificity; speech; test retest reliability; validity;" visual stimulation""";;;;;;;;;;;;;;;;;;;;;;
12;"Chernyshev B.V., Lazarev I.E., Chernysheva E.G.,""6701373995";24173373300;55973897000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890945985&doi=10.3922%2fj.psns.2013.3.01&partnerID=40&md5=4855c2ac64bdd841e1d95b9ea7f25c9c"",""Attention"; Electroencephalogram; Event-related potentials; Personality;" Temperament"",""adult"; article; attention; behavior; electroencephalography; emotionality; event related potential; extraversion; Eysenck Personality Questionnaire; female; human; human experiment; male; named inventories, questionnaires and rating scales; neurosis; normal human; Rusalov Structure of Temperament Questionnaire; Strelau Temperament Inventory; temperament;" young adult""";;;;;;;;;;;;;;;;;;;;
12;"Cagnin C., Havas A., Saritas O.,""24079474000";6602906367;6506092892;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873990966&doi=10.1016%2fj.techfore.2012.10.001&partnerID=40&md5=d197945283c081778e322ab30aa41e7c"",""FTA practices"; Fundamental change and transformations;" Grand challenges"",""Decision makers"; FTA practices; Fundamental changes; Grand Challenge; Joint response; Methodological aspects; Operational issues; Qualitative approach; Seville; Technology analysis; Technological forecasting; Innovation; conceptual framework; decision making; methodology; qualitative analysis; quantitative analysis; stakeholder;" technological change""";;;;;;;;;;;;;;;;;;;;;;;
12;"Bos L.S., Dragoy O., Stowe L.A., Bastiaanse R.,""54583101600";36522630700;7003899615;7003821546;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871722566&doi=10.1016%2fj.jneuroling.2012.10.001&partnerID=40&md5=030cec1210cb6c38b8db0bd29070c600"",""Auxiliary"; Discourse linking; ERP; P600; Periphrastic verbs; Tense;" Time reference"",""adult"; article; brain depth recording; controlled study; event related potential; female; human; human experiment; linguistics; male; nerve conduction; normal human; priority journal; response time; thinking;" time perception""";;;;;;;;;;;;;;;;;;;;;
12;"Kogler C., Batrancea L., Nichita A., Pantya J., Belianin A., Kirchler E.,""15048183800";35202902000;55385868500;55385668100;6603133320;7004041293;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873290730&doi=10.1016%2fj.joep.2012.09.010&partnerID=40&md5=fd8d4eb24e2dffc8dec66cde4cabd28e"",""Cross-cultural"; Power; Slippery slope framework; Tax compliance;" Trust"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Tatarko A.N.,""8440401400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898478625&partnerID=40&md5=b15678d4360b2e66bb4d3adc4da567b7"",""Entrepreneurial behavioe"; Socio-psychological capital;" Theory of planned behavior"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Ivanova T.Y., Rasskazova E.I.,""56524921300";8379943500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923303623&partnerID=40&md5=2aa7fabf9eac23210b3885033888bb8a"",""Job satisfaction"; Organizational factors; Socio-demographic factors;" Structure of job satisfaction"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Lyusin D.V., Ovsyannikova V.V.,""8655301900";55557581200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923298063&partnerID=40&md5=116cb3a228df665d3f27fe5aa8a64247"",""Emotional intelligence"; Recognition of emotions; Sensitivity;" Video test"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Huber R.E., Klucharev V., Rieskamp J.,""56583418100";6508265153;6507866774;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926509433&doi=10.1093%2fscan%2fnsu090&partnerID=40&md5=bbc8bfcba4ec2bec57c5d22e0343c10a"",""Belief updating"; FMRI; Informational cascades; Insular cortex; Parietal cortex;" Social influence"",""adult"; algorithm; brain; brain cortex; brain mapping; computer simulation; cultural anthropology; decision making; female; frontal lobe; human; individuality; male; mental function; nerve tract; nuclear magnetic resonance imaging; physiology; psychological model; social environment; young adult; Adult; Algorithms; Brain; Brain Mapping; Cerebral Cortex; Computer Simulation; Culture; Decision Making; Female; Frontal Lobe; Humans; Individuality; Magnetic Resonance Imaging; Male; Mental Processes; Models, Psychological; Neural Pathways; Social Environment;" Young Adult"""
12;"Plungian V., Rakhilina E.,""6507933287";26967858600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940343565&doi=10.1007%2fs11185-013-9117-7&partnerID=40&md5=e0c2fe3e9d793bda85f4c15c40f24a16"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Kuznetsova J., Plungian V., Rakhilina E.,""55047670800";6507933287;26967858600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911924195&doi=10.1007%2fs11185-013-9116-8&partnerID=40&md5=3d03f586c1b502e66b1c2e2bdbf538f2"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Dragoy O., Bastiaanse R.,""36522630700";7003821546;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867197422&doi=10.1016%2fj.jneuroling.2012.05.003&partnerID=40&md5=0ab965400a832e679b27d7ddb79b0b5e"",""Aphasia"; Aspect; Russian; Tense;" Time reference"",""adult"; aphasia; article; clinical article; controlled study; ethnic group; female; grammar; human; male; phoneme; priority journal; Russian Federation; semantics; speech articulation; speech rate; stimulus response; task performance;" time perception""";;;;;;;;;;;;;;;;;;;;;;
12;"Yurchenko A., den Ouden D.-B., Hoeksema J., Dragoy O., Hoeks J.C.J., Stowe L.A.,""55521738000";23479291000;22985298600;36522630700;6701404351;7003899615;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870991617&doi=10.1016%2fj.neuropsychologia.2012.10.028&partnerID=40&md5=3cc110a96561989111f70efdb429a32b"",""ERPs"; Language comprehension; Negative polarity positive polarity;" Processing of negation"",""adult"; affirmative action; article; behavior; cognition; event related potential; female; human; human experiment; integration; linguistics; male; medical ethics; negative polarity; normal human; polarization; positive polarity; semantics; Adolescent; Adult; Analysis of Variance; Comprehension; Electroencephalography; Evoked Potentials; Female; Humans; Linguistics; Male; Neuropsychological Tests; Reaction Time; Semantics; Time Factors;" Young Adult""";;;;;
13;"Kormina J.V.,""55966057700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890411583&doi=10.4000%2fassr.25074&partnerID=40&md5=2b0a1b48bec5fb52617fdd17f5f004e0"",""Hagiography"; Pilgrimage; Popular religion; Religious practices; Russian Orthodox Church;" Veneration of saints"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Gurkov I., Filippov S.,""6603320551";24586990700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890395306&doi=10.1080%2f10669868.2013.845870&partnerID=40&md5=e7cccea46f7a82ff20b1777c9fbb30cc"",""innovations"; multinational corporations; Russia;" subsidiaries"",""innovation"; manufacturing; multinational enterprise; technological development;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Radaev V.,""57198420405";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890333864&partnerID=40&md5=0790c87676be20f6040016724c2c05cc"",""Economic sociology"; Embeddedness; Markets; Russia;" Social networks"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Mavletova A., Couper M.P.,""55925164500";7005131557;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890058064&partnerID=40&md5=8cc24a4796e96c8903143329788c26db"",""Data quality"; Interview setting; Mobile web surveys; Perceived privacy; Presence of bystanders; Sensitive questions;" Web surveys"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Turovsky R.,""55588390100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906000870&doi=10.4324%2f9780203075869&partnerID=40&md5=133d791ea9754604020327612d248299"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Mavletova A.,""55925164500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887495367&doi=10.1177%2f0894439313485201&partnerID=40&md5=de8dede025b8cbf6201deca07eb0d309"",""completion rates"; data quality; length of open-ended questions; mobile web surveys; non-substantive responses; primacy effects; response order effects; social desirability;" web surveys"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Swaderh C.S.,""56295416600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904925633&doi=10.4324%2f9780203072714&partnerID=40&md5=3ee688576f0fb69fb84cd368c058df4c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Androushchak G., Poldin O., Yudkevich M.,""55786984600";55787103800;25924090500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885947354&doi=10.1080%2f03055698.2013.814561&partnerID=40&md5=0667772a0482ce32a85c884a6131f953"",""higher education"; peer effects;" student achievement"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Zaretskiy Y.,""55988267400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891678689&partnerID=40&md5=54ba8f0642a2179c3afbf31bff679ddd"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Pavlova E.,""56378344600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900248727&partnerID=40&md5=e885587df9f8fabce5864fd6352c0219"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kukulin I.,""36571921100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905934415&doi=10.4324%2f9780203083635&partnerID=40&md5=f9cc6ec001661a5408f69eeac9b3e437"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Gambarato R.R.,""56039359500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894156602&doi=10.12697%2fSSS.2013.41.4.03&partnerID=40&md5=e41e68e0fc0cb9276856e9b624e3bdf8"",""Abduction"; Design innovation; Peircean semiotics;" Perception"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Akhremenko A.,""6602978750";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906026644&doi=10.4324%2f9780203075869&partnerID=40&md5=6d2113b81bf2a89a1cf9580316436466"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kozintseva E.G., Dragoy O.V., Malyutina S.A., Ivanova M.V., Sevan D.A., Kuptsova S.V., Petrushevsky A.G., Fedina O.N., Gutyrchik E.F.,""55266444100";36522630700;55935739000;13406041800;55935476400;55344594700;55935654100;55935963000;35253306800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888092206&partnerID=40&md5=fd70358fbae812107e0336c37967d506"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Bos L.S., Dragoy O., Iskra E., Avrutin S., Bastiaanse R.,""54583101600";36522630700;55935608100;6602652840;7003821546;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888113041&partnerID=40&md5=3dab04a46bc33bc93c608f2f4612afa8"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Aguiar V.D., Bastiaanse R., Reis A., Dragoy O.,""56481545300";7003821546;55936144100;36522630700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888107489&partnerID=40&md5=cf4332a831dc2281fc99fef793746532"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Apresjan V.,""55965625400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890388729&doi=10.1515%2fip-2013-0026&partnerID=40&md5=063fcaa8607b0c5220abc840f562a0ac"",""corpus research"; emotion cluster; emotion subtype; emotional etiquette; etiquette maxim;" frequency"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Denisenko M.,""6603730381";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999053490&doi=10.1057%2f9781137336910&partnerID=40&md5=9ffd742e8e1211b83078415c327093ca"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Petrov N.,""7202910536";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998678708&doi=10.1057%2f9781137336910&partnerID=40&md5=323de8c049aec90772a0bce7b7078fb1"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Lipman M., Petrov N.,""57160784900";7202910536;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999016877&doi=10.1057%2f9781137336910&partnerID=40&md5=ab8d1b9466c1bc9f83b5e13331cbf373"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Lipman M., Petrov N.,""57160784900";7202910536;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998882029&doi=10.1057%2f9781137336910&partnerID=40&md5=0a1b471fea3142211c613f0d4c203a3a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Zinkina J., Korotayev A., Andreev A.I.,""37039918300";7003940480;57196846460;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886044086&doi=10.1108%2fCWIS-08-2013-0036&partnerID=40&md5=e5978f4c14fd0e8125678040d0d27a72"",""Codes"; Global networks; Globalization; Globalization indices; Globalization measurement; Social systems; Strategic planning; Systems theory;" Teaching methods"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Novikova L.G.,""23991028700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887087437&doi=10.1080%2f09668136.2013.842362&partnerID=40&md5=909b993f6d2bcde191063516f1fcbaca"",,""civil war"; grassroots level; historical geography; political violence; terrorism;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Berry J.W.,""7402634538";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888430145&doi=10.1016%2fj.ijintrel.2013.09.005&partnerID=40&md5=ac907faf57cdb6aa664b86a4b4a37ce9"",""Acculturation"; Contact; Cultural maintenance; Ethnocultural groups; Immigrants; Intercultural relations; Public attitudes; Public policy;" Social cohesion"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Cieciuch J., Schwartz S.H., Vecchione M.,""36605942900";7403606009;22982346400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884553207&doi=10.1177%2f0022022113487076&partnerID=40&md5=515d43733c32c87dd70d01a897dbb05b"",""motivation"; Portrait Values Questionnaire; refined values; value circle;" value prediction"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Guillot M., Lim S.-J., Torgasheva L., Denisenko M.,""7102377734";55902167500;55875485100;6603730381;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885104229&doi=10.1080%2f00324728.2013.835859&partnerID=40&md5=222e1b73b6ccd3af803ab6d618420dd5"",""Central Asia"; data quality; former Soviet Union; indirect estimation techniques; infant mortality;" Kyrgyzstan"",""data quality"; estimation method; ethnicity; health care; infant mortality; rural area; Central Asia; Kyrgyzstan; USSR; article; demography; human; infant; infant mortality; Kyrgyzstan; life expectancy; USSR; Demography; Humans; Infant; Infant Mortality; Kyrgyzstan; Life Expectancy;" USSR""";;;;;;;;;;;;;;
13;"Boldyrev I.A., Herrmann-Pillath C.,""54881811600";6507366328;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885855218&doi=10.1007%2fs11299-012-0111-3&partnerID=40&md5=34dcd79853abe7c20ae6969006f5ff47"",""Extended mind"; Hegel; Institutional economics; Performativity; Preferences;" Recognition"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Sörlin S., Lajus J.,""23028472400";9243817600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997047902&doi=10.1057%2f9781137266231&partnerID=40&md5=f933badf711efec2251818162f00fea0"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Naidenova I., Parshakov P.,""55881002000";55881045400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885436975&doi=10.1108%2fJIC-01-2013-0011&partnerID=40&md5=16d8f89956df217815d3de937ec02f0e"",""Financial performance"; Intellectual capital; Interaction effect;" Vector autoregression"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"García E.D.T.,""55421102000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885361506&partnerID=40&md5=cbfef0ee36bf95aee3bd7731b6d854af"",""Academic achievement"; Educational outcome; Educational quality;" Social structure"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kosaretskii S., Chernyshova D.,""7801633424";55867555500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884748405&doi=10.2753%2fRES1060-9393551006&partnerID=40&md5=6cef4e747ecae70dbd393164bbdbac20"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Marin-Ostrovskiy A.,""56005048100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892551631&doi=10.5901%2fmjss.2013.v4n10p241&partnerID=40&md5=a27fd253ad1a2ce1431dcb13ced29889"",""Institutional changes"; Political regime; Property; Property rights;" Russia"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Sheveleva M., Redkina A.,""56005602100";56004912300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892530001&doi=10.5901%2fmjss.2013.v4n11p527&partnerID=40&md5=fa8176a63bd8ab43e1b3374fb9250ac9"",""Educational initiative"; Government funding; International baccalaureate diploma program;" Risks and benefits"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Obiedkov S., Klimushkin M., Shabanova M., Zaytsev D.,""7801637737";36682745400;55786408300;57191168805;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884812198&doi=10.1007%2fs11300-013-0277-3&partnerID=40&md5=bab2c67ecac6cec8957c77bcd6e5748d"",""Conceptual hierarchies"; Democracy ratings; Formal concept analysis;" Multidimensional model"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kashnitsky I.,""56005450800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892529864&doi=10.5901%2fmjss.2013.v4n10p358&partnerID=40&md5=8bf292c2a78f30e6b512758fbf3e486e"",""Center-peripheral population dynamics"; Cohort migration studies; Method of shifting ages; Periphery depopulation;" Youth migration"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
